Only providing my email,commonQ.just_details,Tanging ibibigay ang aking email,general.comment
Only providing my contact details,commonQ.just_details,Tanging ibibigay ang mga detalye ng aking contact,general.comment
Only here to give my contact,commonQ.just_details,Narito upang ibigay ang aking contact,general.comment
i am just here to provide my number,commonQ.just_details,Tanging narito upang ibigay ang aking numero,general.comment
i am just here to provide my details,commonQ.just_details,Tanging narito upang ibigay ang aking mga detalye,general.comment
Who are youu?,commonQ.name,Sino ka?,general.query
What can I call you?,commonQ.name,Ano ang maaari kong itawag sa iyo?,general.query
Your name?,commonQ.name,Pangalan mo?,general.query
Can you tell me your name?,commonQ.name,Maaari mo bang sabihin sa akin ang iyong pangalan?,general.query
Are you there?,commonQ.name,Nariyan ka ba?,general.query
Any one there?,commonQ.name,May tao ba rito?,general.query
What is your name?,commonQ.name,Ano ang pangalan mo?,general.query
are you abir?,commonQ.name,ikaw ay abir?,general.query
Is anyone there?,commonQ.name,May tao ba rito?,general.query
Your name is?,commonQ.name,Ang iyong pangalan ay?,general.query
Who is chatting?,commonQ.name,Sino ang nakikipag-chat?,general.query
Tell me about your self?,commonQ.name,Sabihin mo sa akin ang tungkol sa iyong sarili?,general.query
Who are you?,commonQ.name,Sino ka?,general.query
Who am I chatting with?,commonQ.name,Sino ang nakikipag-chat sa akin?,general.query
What's your name?,commonQ.name,Ano ang iyong pangalan?,general.query
What should I say as your name?,commonQ.name,Ano ang dapat kong sabihin na iyong pangalan?,general.query
Tell me your name?,commonQ.name,Sabihin mo saakin ang iyong pangalan?,general.query
What are you called?,commonQ.name,Ano ang tinatawag sa iyo?,general.query
No I will not give the information.,commonQ.not_giving,Hindi ko ibibigay ang impormasyon.,general.comment
No. Cannot give you.,commonQ.not_giving,Hindi. Hindi ko maaaring ibigay sa iyo.,general.comment
I don't want to tell,commonQ.not_giving,Hindi ko nais sabihin,general.comment
I don't want to,commonQ.not_giving,Hindi ko nais,general.comment
I don't think so,commonQ.not_giving,Marahil ay hindi,general.comment
Don't have it as of now.,commonQ.not_giving,Wala ito sa akin sa ngayon,general.comment
Cannot tell you,commonQ.not_giving,Hindi maaaring sabihin sa iyo,general.comment
Won't tell,commonQ.not_giving,Ay hindi magsasabi,general.comment
Won't give you,commonQ.not_giving,Hindi ibibigay sa iyo,general.comment
Sorry but I won't,commonQ.not_giving,Paumanhin ngunit hindi,general.comment
Right now I don't have it.,commonQ.not_giving,Sa ngayon ay wala ito sa akin,general.comment
I have a question,commonQ.query,may tanong ako,general.query
Need to ask a query,commonQ.query,Kailangang magtanong,general.query
I have a question for you,commonQ.query,May tanong ako para sa iyo,general.query
HAving a query,commonQ.query,Mayroon akong tanong,general.query
I have a query for you,commonQ.query,Mayroon akong isang query para sa iyo,general.query
I have a query,commonQ.query,Mayroon akong isang tanong,general.query
Have a query for you,commonQ.query,Mayroon akong isang tanong para sa iyo,general.query
Wait for two minutes,commonQ.wait,Maghintay nang dalawang minuto,general.assist
will you please wait,commonQ.wait,Gusto mo bang maghintay,general.assist
Can you  please wait,commonQ.wait,Maaari mo bang maghintay,general.assist
Please wait,commonQ.wait,Mangyaring maghintay,general.assist
Wait for some time,commonQ.wait,Maghintay ng ilang sandali,general.assist
Want you to wait for me,commonQ.wait,Nais kong hintayin mo ako,general.assist
Can you wait for two minutes,commonQ.wait,Maaari lamang na mag-hintay ng dalawang minuto,general.assist
Connect me to the support of abcd company,contact.contact,Ikonekta ako sa suporta ng abcd kumpanya,general.assist
I want a call back from you,contact.contact,Nais kong tawagan mo akong muli,general.assist
Please tell me your tollfree number ?,contact.contact,Mangyaring sabihin sa akin ang iyong tollfree number?,general.assist
Please tell me your mobile number?,contact.contact,Mangyaring sabihin sa akin ang iyong numero ng mobile?,general.assist
Address of your company?,contact.contact,Address ng iyong kumpanya?,general.assist
Address of abcd company?,contact.contact,Address ng abcd kumpanya?,general.assist
How to reach out to abcd company team?,contact.contact,Paano maabot ang koponan ng kumpanya ng ABCD?,general.assist
How to get in touch with your team?,contact.contact,Paano makipag-ugnayan sa inyo?,general.assist
Your team can be reached how?,contact.contact,Paano makipag-ugnayan sa inyo?,general.assist
Your helpline number?,contact.contact,Ano ang iyong helpline number?,general.assist
Your company's address?,contact.contact,Ano ang address ng iyong kumpanya?,general.assist
How to meet you,contact.contact,Paano makipagkita sa iyo?,general.query
Your email address to reach?,contact.contact,Ano ang iyong email address?,general.query
You have any branch at kolkata?,contact.contact,Mayroon kang anumang sangay sa Kolkata?,general.query
How contact representative?,contact.contact,Paano i-contact ang inyong representative?,general.query
How do i contact you?,contact.contact,Paano ako makikipag-ugnay sa iyo?,general.query
How to get in touch with the your team?,contact.contact,Paano ako makikipag-ugnay sa iyo?,general.query
How to contact you?,contact.contact,Paano makipag-ugnay sa iyo?,general.query
What is your helpline number?,contact.contact,Ano ang numero ng iyong helpline?,general.query
Which number I should call to reach you?,contact.contact,Aling numero ang dapat kong tawagan upang maabot ka?,general.query
Which number can I call to discuss?,contact.contact,Aling numero ang maaari kong tawagan para makipag-usap?,general.query
Which email should I use to reach to you?,contact.contact,Aling email ang dapat kong gamitin upang makausap ka?,general.query
Which email I must use to reach to you?,contact.contact,Aling email ang dapat kong gamitin upang makausap ka?,general.query
Give me your number need to speak,contact.contact,"Bigyan mo ako ng iyong numero, kailangan kitang makausap",general.assist
Give me your mobile no,contact.contact,Bigyan mo ako ng iyong mobile no.,general.query
Give me the mobile number and i will call you,contact.contact,Bigyan mo ako ng numero ng mobile at tatawagan kita,general.assist
Email I must use to coordinate with you,contact.contact,Email na dapat kong gamitin upang makipag-ugnayan sa iyo,general.assist
Getting in touch,contact.contact,Nakikipag-ugnay,general.comment
I need help. Connect me with support.,contact.contact,Kailangan ko ng tulong. I-konekta ako sa support.,general.assist
Need a telephonic call,contact.contact,Kailangan ng telephonic call.,general.assist
Need a person to chat with me,contact.contact,Kailangan ng isang tao upang makipag-chat sa akin,general.assist
Need human agent,contact.contact,Kailangan ng ahente,general.assist
Need customer care,contact.contact,Kailangan ang pag-aalaga ng customer,general.assist
Guide me please regarding the loan?,contact.contact,Gabayan ako tungkol sa loan?,general.assist
Contact me on my personal number 9999999999,contact.contact,Makipag-ugnay sa akin sa aking personal na numero 9999999999.,general.assist
Did not solved my query,contact.contact,Hindi nalutas ang aking query,general.comment
Contact me please,contact.contact,Makipag-ugnay sa akin,general.assist
Guide me please,contact.contact,Gabayan ako,general.assist
Call me later,contact.contact,Tawagan mo ako mamaya,general.assist
Call me at my phone number?,contact.contact,Tawagan ako sa numero ng aking telepono?,general.assist
999999999 call me now,contact.contact,999999999 Tumawag sa akin ngayon,general.assist
arrange call for me,contact.contact,Maglaan ng oras upang tawagan ako,general.assist
call me at my number,contact.contact,tawagan ako sa aking numero,general.assist
Should I get a call back tomorrow?,contact.contact,Dapat ba akong tumawag pabalik bukas?,general.assist
Can I call tomorrow?,contact.contact,Maaari ba akong tumawag bukas?,general.assist
Contact me at my mobile number,contact.contact,Tawagan ako sa aking numero,general.assist
Call on the mobile number 9999999999,contact.contact,Tumawag sa numero ng aking mobile 9999999999,general.assist
Call on my phone number 9999999999,contact.contact,Tumawag sa aking numero ng telepono 99999999999.,general.assist
Contact me at my phone number,contact.contact,Tumawag sa aking numero ng telepono ,general.assist
Call on 9999999999 now,contact.contact,Tumawag sa 9999999999 ngayon,general.assist
Please get me human to solve my query?,contact.contact,Mangyaring makakuha ako ng tao upang malutas ang aking query?,general.assist
Please call me on my number,contact.contact,Mangyaring tawagan ako sa aking numero,general.assist
Want a person to chat,contact.contact,Nais makipag-usap sa tao,general.assist
Please contact me now,contact.contact,Mangyaring makipag-ugnay sa akin ngayon,general.assist
Call me on my number,contact.contact,Tawagan ako sa aking numero ng telepono,general.assist
Want to chat with a person,contact.contact,Gusto kong makipag-chat sa isang tao,general.assist
What is your email ID?,contact.contact,Ano ang iyong email id?,general.query
Need to speak to an executive,contact.contact,Kailangang makipag-usap sa isang executive,general.assist
Need to get in touch with the your team?,contact.contact,Kailangang makipag-ugnay sa inyong grupo?,general.query
Need to contact customer care.,contact.contact,Kailangang makausap ang customer care,general.assist
Need to contact customer care agent.,contact.contact,Kailangang makausap ang customer care agent,general.assist
Need to contact customer care executive,contact.contact,Kailangang makausap ang ehekutibong customer care,general.assist
Need to contact customer care agent now please,contact.contact,Kailangang makausap ang customer care agent ngayon,general.assist
In which number should I reach to you?,contact.contact,Sa aling mga numero maaaring makipag-ugnayan sa iyo?,general.query
In which number can I reach your team?,contact.contact,Sa aling mga numero maaaring makipag-ugnayan sa iyong grupo?,general.query
In which email to reach you?,contact.contact,Sa aling mga email maaaring makipag-ugnayan sa iyo?,general.query
How to reach you ?,contact.contact,Paano makipag-ugnayan sa iyo?,general.query
can i meet anyone in bank?,contact.contact,May maaari ba akong makausap sa banko?,general.query
Can I please contact customer care?,contact.contact,Maaari ko bang makausap ang customer care?,general.assist
can u tell me your Email id ?,contact.contact,Maaari mo bang sabihin sa akin ang iyong email id?,general.query
Can you provide executive number help,contact.contact,Maaari ka bang magbigay ng ehekutibong number? tulong,general.assist
Can you share the contact details of the support,contact.contact,Maaari mong ibahagi ang mga detalye ng contact ng suporta,general.assist
Need to contact you guys,contact.contact,Kailangan na kontakin kayo,general.assist
Need to get in touch with the Simpler Loan team?,contact.contact,Kailangang makipag-usap sa Simpler Loan na grupo,general.assist
can i get phone number of your company,contact.contact,Maaari ba akong makakuha ng numero ng telepono ng iyong kumpanya,general.query
Can I get a telephonic call?,contact.contact,Maaari ba akong makakuha ng isang panteleponong tawag?,general.assist
I want to speak to executive,contact.contact,Gusto kong makipag-usap sa isang ehekutibo,general.assist
Is it possible to meet any one in bank,contact.contact,May maaari ba akong makausap sa banko?,general.assist
I want to speak with you,contact.contact,gusto kitang kausapin,general.assist
I want to contact concerned people.,contact.contact,Gusto kong kausapin ang mga konsernadong tao,general.assist
I want to contact your team,contact.contact,Gusto kong makipag-ugnayan sa iyong grupo,general.assist
I want to talk to you,contact.contact,gusto kitang makausap,general.assist
I want to talk to customer care executive,contact.contact,Gusto kong makipag-usap sa ehekutibo ng customer care ,general.assist
How to reach out to your team?,contact.contact,Paano makipag-ugnayan sa inyong grupo?,general.query
Email I can use to reach you?,contact.contact,Email na maaaring gamitin upang makipag-ugnayan sa iyo?,general.query
Do you have any branch?,contact.contact,Mayroon ka bang sangay?,general.query
Customer support?,contact.contact,Suporta sa Customer?,general.assist
Customer service?,contact.contact,Serbisyo ng Customer?,general.assist
Please call me at my number,contact.contact,Mangyaring tawagan ako sa aking numero,general.assist
No answering correctly,contact.contact,Walang sagot nang tama,general.comment
Need to contact your team,contact.contact,Kailangang makipag-ugnay sa iyong grupo,general.assist
Need to contact human,contact.contact,Kailangang makipag-usap sa tao,general.assist
How to get in touch with customer service?,contact.contact,Paano makipag-ugnayan sa customer service?,general.query
What is your customer care no. ?,contact.contact,Ano ang iyong pangangalaga sa customer no. ?,general.assist
Number I can call to discuss,contact.contact,Numero na maaaring tawagan upang makipag-usap,general.assist
What is your toll free number,contact.contact,Ano ang iyong libreng numero ng toll,general.query
What's the Email ID of abcd company,contact.contact,Ano ang email id ng kumpanya ng ABCD.,general.query
Where are your branches?,contact.contact,Nasaan ang iyong mga branches?,general.query
Where is your office located?,contact.contact,Saan matatagpuan ang iyong opisina?,general.query
Where is your office?,contact.contact,Nasaan ang iyong opisina?,general.query
Kindly send you are mobile no or email IDentification,contact.contact,Ipadala ang mobile no. o email identification,general.assist
i wish to talk with representative,contact.contact,Nais kong makipag-usap sa kinatawan,general.assist
Kindly send your customer care no,contact.contact,Pinapayuhan ipadala ang iyong customer care no,general.assist
Let me speak with an executive,contact.contact,Hayaan akong makipag-usap sa isang ehekutibo,general.assist
Need to contact concerned persons,contact.contact,Kailangang i-contact ang mga nababahalang tao,general.assist
Want to meet your executive,contact.contact,Nais makita ang iyong ehekutibo,general.assist
want to talk to executive,contact.contact,nais na makipag-usap sa ehekutibo,general.assist
What are the customer care contact?,contact.contact,Ano ang contact ng customer care?,general.query
What is email ID of your company?,contact.contact,Ano ang email id ng iyong kumpanya?,general.query
What is the toll free number of abcd company,contact.contact,Ano ang libreng bilang ng kumpanya ng ABCD Company,general.query
What is the toll free number,contact.contact,Ano ang libreng numero ng toll.,general.query
What is the nearest branch?,contact.contact,Ano ang pinakamalapit na sangay?,general.query
What is the email address to reach you?,contact.contact,Ano ang email address upang maabot ka?,general.query
How can your team be reached?,contact.contact,Paano makipag-ugnayan sa inyong grupo?,general.query
How can the abcd company team be reached?,contact.contact,Paano makipag-ugnayan sa kompanyang abcd?,general.query
How can I speak to an executive,contact.contact,Paano ako makapagsalita sa isang ehekutibo,general.query
How can I reach your team for a query?,contact.contact,Paano ko maabot ang iyong grupo para sa isang query?,general.query
How can I contact you?,contact.contact,Paano ako makikipag-ugnay sa iyo?,general.query
Give your contact number.,contact.contact,Ibigay ang iyong mga contact number.,general.assist
abcd company team can be reached how?,contact.contact,Paano makipag-ugnayan sa abcd company?,general.query
abcd company email address?,contact.contact,Email address ng abcd company?,general.query
abcd company office is located where?,contact.contact,Matatagpuan ang tanggapan ng kumpanya ng ABCD kung saan?,general.query
Any branch at delhi?,contact.contact,May mga branch sa delhi?,general.query
Want to meet the executive for loan information,contact.contact,Nais makipag-usap sa ehekutibo para sa impormasyon sa utang,general.assist
Want to communicate. So give me your number,contact.contact,Nais makipag-usap. Kaya bigyan mo ako ng iyong numero,general.assist
To reach you which email address?,contact.contact,Aling email address upang makipag-ugnayan sa inyo?,general.query
Tell me the number in which I could reach?,contact.contact,Sabihin mo sa akin ang numero kung saan maaari kang maabot?,general.query
Please send your number,contact.contact,Mangyaring ipadala ang iyong numero,general.assist
Please provide phone no.,contact.contact,Mangyaring magbigay ng phone no.,general.assist
Please provide me the to contact person,contact.contact,Mangyaring bigyan ako ng upang makipag-ugnay sa tao,general.assist
Pease tell mobile number. I need to speak,contact.contact,PEASE sabihin ang numero ng mobile. Kailangan kong makipag-usap,general.assist
Please provide me the real person,contact.contact,Mangyaring bigyan ako ng tunay na tao,general.assist
Please give your mobile no or email ID,contact.contact,Mangyaring ibigay ang iyong mobile no o email ID,general.assist
Number to reach you,contact.contact,Numero upang makipag-ugnayan sa iyo,general.query
Need to chat with human,contact.contact,Kailangan makipag-chat sa tao,general.assist
i want to know your office address in punjab?,contact.contact,Nais kong malaman ang iyong address sa punjab,general.query
Lost Aadhaar,faq.aadhaar_missing,Nawala ang Aadhaar.,general.comment
"I currently don't have Aadhaar card, What can I do?",faq.aadhaar_missing,"Sa kasalukuyan ay wala akong Aadhaar card, ano ang magagawa ko?",general.query
I do not have aadhaar card can I apply for loan,faq.aadhaar_missing,Wala akong Aadhaar card maaari ba akong mag-aplay para sa pautang,general.query
i do not have addhar card can I get loan,faq.aadhaar_missing,wala akong addhar card ang maaari ba akong makakuha ng loan,general.query
I do not have an Aadhaar Card. What should I do?,faq.aadhaar_missing,Wala akong Aadhaar Card. Anong gagawin ko?,general.query
If Aadhaar card goes missing would I be able to give my application?,faq.aadhaar_missing,"Kung nawala ang aking Aadhaar card, maaari pa rin ba akong magpasa ng aplikasyon?",general.query
If my Aadhaar card is lost can I still submit my application?,faq.aadhaar_missing,Kung ang aking Aadhaar card ay nawala maaari ko pa rin bang isumite ang aking aplikasyon?,general.query
I lost my aadhaar can I still apply?,faq.aadhaar_missing,Nawala ko ang aking Aadhaar maaari pa rin ba akong mag-apply?,general.query
Is Aadhaar card mandatory for filling the loan application?,faq.aadhaar_missing,Kailangan ba ang Aadhaar card upang magpasa ng aplikasyon sa pautang?,general.query
Is it compulsory to give Aadhaar card for the sanction of this loan?,faq.aadhaar_missing,Sapilitan bang ibibigay ang Aadhaar card para sa kapahintulutan ng pautang na ito?,general.query
Is it mandatory to give Aadhaar card for loan?,faq.aadhaar_missing,Sapilitan bang ibibigay ang Aadhaar card upang mapautang?,general.query
No Aadhaar,faq.aadhaar_missing,Walang aadhaar,general.comment
No Aadhaar. Can I apply?,faq.aadhaar_missing,Walang aadhaar. Maaari ba akong mag-aplay?,general.query
No aadhaar. Can I still get the loan?,faq.aadhaar_missing,Walang Aadhaar. Maaari pa rin ba akong makakuha ng mga pautang?,general.query
No aadhaar here. Can I still get a loan?,faq.aadhaar_missing,Walang Aadhaar dito. Maaari pa rin ba akong makakuha ng isang loan?,general.query
No aadhaar here. Can I submit application?,faq.aadhaar_missing,Walang aadhaar dito. Maaari ba akong magsumite ng aplikasyon?,general.query
Not having aadhaar. What to do?,faq.aadhaar_missing,Hindi pagkakaroon Aadhaar. Anong gagawin ko?,general.query
Without the aadhaar get I still get loan?,faq.aadhaar_missing,Kung wala ang Aadhaar maaari pa rin ba akong makakuha ng loan?,general.query
Without having Aadhaar card can I submit my application?,faq.aadhaar_missing,"Nang hindi na kinakailangang Aadhaar card, maaari ko bang isumite ang aking aplikasyon?",general.query
What should I do if i don't have Aadhaar card?,faq.aadhaar_missing,Ano ang dapat kong gawin kung wala akong Aadhaar card?,general.query
What can I do if I lost Aadhaar card?,faq.aadhaar_missing,Ano ang maaari kong gawin kung nawala ko ang Aadhaar card?,general.query
What can I do if I don't have Aadhaar card?,faq.aadhaar_missing,Ano ang maaari kong gawin kung wala akong aadhaar card?,general.query
What are my options if I don't have the  Aadhaar card?,faq.aadhaar_missing,Ano ang aking mga pagpipilian kung wala akong aadhaar card?,general.query
Tell me can you give me a loan without the Aadhaar card?,faq.aadhaar_missing,"Sabihin mo sa akin, maaari ka bang magbigay sa akin ng isang pautang na walang Aadhaar card?",general.query
Aadhaar card is lost can I still submit my application?,faq.aadhaar_missing,Ang Aadhaar card ay nawala maaari pa rin akong isumite ang aking aplikasyon?,general.query
Aadhaar card is missing.,faq.aadhaar_missing,Nawawala ang Aadhaar card.,general.comment
"Aadhaar card is missing, What to do?",faq.aadhaar_missing,"Nawawala ang Aadhaar card, ano ang gagawin?",general.query
"Aadhaar is lost, what else can I do?",faq.aadhaar_missing,"Aadhaar ay nawala, ano pa ang maaari kong gawin?",general.query
can I apply for loan even if I do not have addhar card?,faq.aadhaar_missing,Kung wala ang Aadhaar maaari pa rin ba akong makakuha ng loan?,general.query
Can I apply without having Aadhaar card?,faq.aadhaar_missing,Maaari ba akong mag-apply nang walang aadhaar card?,general.query
Can I get loan without the Aadhaar card?,faq.aadhaar_missing,Maaari ba akong makakuha ng pautang nang walang aadhaar card?,general.query
Can I still get loan even without aadhaar?,faq.aadhaar_missing,Maaari pa ba akong makakuha ng pautang kahit na walang aadhaar?,general.query
Can I submit my application even if I dont have Aadhaar card,faq.aadhaar_missing,Maaari ba akong mag-sumite ng aking application kahit na wala akong Aadhaar card,general.query
"Don't have Aadhaar card, Tell me what should I do?",faq.aadhaar_missing,"Wala akong Aadhaar card, ano ang dapat kong gawin?",general.query
How to get loan without Aadhaar card?,faq.aadhaar_missing,Paano makakuha ng pautang na walang Aadhaar card?,general.query
What address proof can I provide?,faq.address_proof,Anong katunayan ng address ang maaari kong ibigay?,general.query
Types of address proofs I can give?,faq.address_proof,Anong mga uri ng katunayan ng address ang maaaring kong ibigay?,general.query
The types of proofs of address. Which I can give.,faq.address_proof,Ang mga uri ng mga katibayan ng address. Na maaari kong ibigay.,general.query
The proofs of address that I need to submit.,faq.address_proof,Ang mga katibayan ng address na kailangan kong isumite.,general.query
The business address proofs I can upload in the application?,faq.address_proof,Ang katunayan ng address ng negosyo na maaari kong i-upload sa application?,general.query
The bills to be uploaded for proving the address?,faq.address_proof,Anong mga dokumento ang kailangang ibigay upang mapatunayan ang address?,general.query
The address proofs that can be uploaded in application?,faq.address_proof,Ang mga patunay ng address na maaaring i-upload sa application?,general.query
The address proofs that are needed in this application?,faq.address_proof,Anong dokumento ang magpapatunay ng address sa aplikasyon?,general.query
Need to provide which address proofs?,faq.address_proof,Kailangang magbigay ng patunay ng address?,general.query
In application which address proofs can be uploaded?,faq.address_proof,"Sa aplikasyon, anong patunay ng address ang maaaring i-upload?",general.query
For proving the address what is the proofs I can upload?,faq.address_proof,"Upang mapatunayan ang address, aling mga patunay ang maaaring i-upload?",general.query
For proving my address what address I need to give?,faq.address_proof,"Upang mapatunayan ang aking address, aling mga patunay ang maaaring i-upload?",general.query
For proof of my address which bills do you need?,faq.address_proof,"Para sa patunay ng aking address, aling mga dokumento ang iyong kailangan?",general.query
For address proof what bills can I upload?,faq.address_proof,"Upang mapatunayan ang aking address, aling mga patunay ang maaaring i-upload?",general.query
For address proof what bills can Igive?,faq.address_proof,"Upang mapatunayan ang aking address, aling mga dokumento ang maaari kong ibigay?",general.query
The personal address information I can upload in the application?,faq.address_proof,Ang impormasyon ng personal na address na maaari kong i-upload sa application?,general.query
personal address proofs I'll have to provide?,faq.address_proof,Katunayan ng aking address ang kailangang ibigay?,general.query
personal address proofs I need to give?,faq.address_proof,Katunayan ng aking address ang kailangang ibigay?,general.query
personal address proofs I need to upload?,faq.address_proof,Katunayan ng aking address ang kailangang i-upload?,general.query
Please tell me what are different personal address proofs I can upload in this application?,faq.address_proof,Mangyaring sabihin sa akin kung ano ang iba't ibang mga personal na patunay ng address na maaari kong i-upload sa application na ito?,general.query
Personal proofs to be added in application?,faq.address_proof,Personal na patunay na idadagdag sa application?,general.query
Personal proofs added on application?,faq.address_proof,Idinagdag ang mga personal na proofs sa application?,general.query
Tell me what are the personal address proofs I can upload in the application?,faq.address_proof,Sabihin mo sa akin kung ano ang mga personal address proofs na maaari kong i-upload sa application?,general.query
Which personal address proofs can I upload in the application?,faq.address_proof,Aling personal address proofs ang maaari kong i-upload sa application?,general.query
What types of personal address proofs can I provide?,faq.address_proof,Anong mga uri ng mga personal na address proofs ang maaari kong ibigay?,general.query
What types of personal address information can I upload as part of the application?,faq.address_proof,Anong mga uri ng impormasyon sa personal na address ang maaari kong i-upload bilang bahagi ng application?,general.query
What personal address can I give for my address,faq.address_proof,Ano ang personal na address ang maaari kong ibigay para sa aking address,general.query
What are the personal address proofs I can upload in the application?,faq.address_proof,Ano ang mga personal na patunay ng address na maaari kong i-upload sa application?,general.query
The personal address proofs I can upload in the application?,faq.address_proof,Ang mga personal na address proofs na maaari kong i-upload sa application?,general.query
Address information I can upload in the application?,faq.address_proof,Impormasyon sa address na maaari kong i-upload sa application?,general.query
Address proof I have to provide,faq.address_proof,Address patunay na kailangan kong ibigay,general.query
Address proofs I can upload in the application?,faq.address_proof,Address Proofs Maaari kong i-upload sa application?,general.query
Address proofs I'll have to provide?,faq.address_proof,Address proofs na kailangan kong ibigay?,general.query
Address proofs I need to give?,faq.address_proof,Address proofs na kailangan kong ibigay?,general.query
Address proofs I need to upload?,faq.address_proof,Address proofs na kailangan kong i-upload?,general.query
Bills for proof of address?,faq.address_proof,Bill para sa patunay ng address?,general.query
Bills I can give for address proof?,faq.address_proof,Bill maaari kong ibigay para sa address proof?,general.query
Bills I can upload for proof of my address?,faq.address_proof,Bills Maaari kong i-upload para sa patunay ng aking address?,general.query
Bills that I can give for the address proof?,faq.address_proof,Bill na maaari kong ibigay para sa patunay ng address?,general.query
Bills to give for proof of address?,faq.address_proof,Bill upang magbigay para sa patunay ng address?,general.query
Bills to give for proving the address,faq.address_proof,Bill upang bigyan ng patunay ang address?,general.query
Bills you need to address proof?,faq.address_proof,Bill na kailangan mo upang matugunan ang patunay?,general.query
personal address proofs can I give in the application?,faq.address_proof,Personal Address Proofs Maaari ba akong Magbigay sa Application?,general.query
personal address information I can upload in the application?,faq.address_proof,Impormasyon sa personal na address na maaari kong i-upload sa application?,general.query
For the application what are the personal adresss information I can upload?,faq.address_proof,Para sa application kung ano ang impormasyon ng personal adresss maaari kong i-upload?,general.query
Different personal address proofs I can upload in this loan application?,faq.address_proof,Iba't ibang Personal na Address Proofs Maaari ba akong mag-upload sa application na ito ng pautang?,general.query
